id,type of property,subtype of property,locality,province,postalCode,price,type of sale,number of bedrooms,living area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building
10679324,HOUSE,HOUSE,Seraing,Liège,4100,159000,residential_sale,3,14,installed,False,False,1,64,1,106,87,145,2,False,just_renovated
10679325,HOUSE,HOUSE,Vise,Liège,4600,229000,residential_sale,3,19,installed,False,False,1,136,0,0,145,184,3,False,good
10679351,HOUSE,VILLA,Vilvoorde,Flemish Brabant,1800,430000,residential_sale,3,17,semi_equipped,False,False,1,40,1,400,132,623,3,False,good
10679090,HOUSE,HOUSE,Oudenaarde,East Flanders,9700,439000,residential_sale,2,21,hyper_equipped,False,False,1,25,1,420,161,680,4,False,as_new
10678835,HOUSE,HOUSE,Dilbeek,Flemish Brabant,1700,529000,residential_sale,4,29,installed,0,False,1,0,0,0,315,8002,3,False,to_renovate
10679053,HOUSE,HOUSE,Gent,East Flanders,9000,785000,residential_sale,4,46,semi_equipped,False,False,1,33,1,93,266,262,2,False,to_renovate
10675619,HOUSE,HOUSE,Ronse,East Flanders,9600,135000,residential_sale,5,18,installed,False,False,0,0,0,0,162,60,2,False,good
10677619,HOUSE,HOUSE,Liege,Liège,4031,179000,residential_sale,3,29,installed,False,False,1,16,1,43,137,145,2,False,good
10673624,HOUSE,VILLA,Braine-l'Alleud Ophain-Bois-Seigneur-Isaac,Walloon Brabant,1421,529000,residential_sale,3,59,installed,False,False,1,20,1,800,165,1200,4,False,to_be_done_up
10673197,HOUSE,TOWN_HOUSE,Watermael-Boitsfort,Brussels,1170,749000,residential_sale,5,43,installed,False,False,1,14,1,152,205,220,2,False,to_be_done_up
10673001,HOUSE,VILLA,Zaventem,Flemish Brabant,1933,755000,residential_sale,5,60,hyper_equipped,0,False,1,33,1,300,241,500,4,False,good
10671514,HOUSE,MIXED_USE_BUILDING,Ronse,East Flanders,9600,295000,residential_sale,5,23,installed,False,False,0,0,0,0,339,160,2,False,to_be_done_up
10671574,HOUSE,HOUSE,Antwerp,Antwerp,2018,910000,residential_sale,5,0,usa_hyper_equipped,0,False,1,18,1,131,310,242,2,0,good
10678894,HOUSE,HOUSE,Schaerbeek,Brussels,1030,595000,residential_sale,4,26,usa_hyper_equipped,False,False,1,0,1,30,175,1,2,False,as_new
10678805,HOUSE,MIXED_USE_BUILDING,Saint-Gilles,Brussels,1060,795000,residential_sale,6,0,installed,False,False,0,0,1,20,300,250,2,False,good
10668977,HOUSE,HOUSE,Seraing,Liège,4100,149000,residential_sale,2,14,semi_equipped,False,False,1,0,1,25,105,105,2,False,good
10669506,HOUSE,HOUSE,Anderlecht,Brussels,1070,399000,residential_sale,4,0,semi_equipped,False,False,1,10,1,140,170,210,2,False,to_be_done_up
10669505,HOUSE,VILLA,Wavre,Walloon Brabant,1300,435000,residential_sale,4,57,usa_installed,False,False,1,30,1,526,185,748,4,False,good
10669507,HOUSE,EXCEPTIONAL_PROPERTY,Anderlecht,Brussels,1070,960000,residential_sale,6,70,usa_hyper_equipped,False,False,1,40,1,290,400,1090,3,False,as_new
10678123,HOUSE,HOUSE,Bouge,Namur,5004,210000,residential_sale,2,45,installed,0,1,0,0,1,85,83,166,3,0,to_be_done_up
10677787,HOUSE,MIXED_USE_BUILDING,Andenne,Namur,5300,245000,residential_sale,4,24,installed,0,1,1,40,0,0,240,214,2,0,to_be_done_up
10576366,HOUSE,HOUSE,Braine-l'Alleud,Walloon Brabant,1420,260000,residential_sale,2,24,installed,0,False,1,20,1,55,130,155,2,0,good
10675317,HOUSE,HOUSE,Sprimont,Liège,4140,349000,residential_sale,4,17,installed,False,False,1,30,1,120,175,311,3,False,to_be_done_up
10678111,HOUSE,HOUSE,ZERKEGEM,West Flanders,8490,440000,residential_sale,3,0,installed,0,1,1,0,0,0,161,1846,4,0,good
10675584,HOUSE,HOUSE,Ottignies-Louvain-la-Neuve Céroux-Mousty,Walloon Brabant,1341,465000,residential_sale,3,20,semi_equipped,False,False,0,0,1,800,230,837,4,False,good
10677091,HOUSE,VILLA,Nieuwpoort,West Flanders,8620,520000,residential_sale,4,0,installed,False,False,1,40,1,400,221,753,4,False,to_be_done_up
10675314,HOUSE,HOUSE,Etterbeek,Brussels,1040,595000,residential_sale,3,32,installed,False,False,1,0,0,0,150,140,3,False,to_renovate
10676873,HOUSE,HOUSE,Tervuren,Flemish Brabant,3080,935000,residential_sale,5,0,installed,0,1,1,28,1,0,295,1362,4,0,to_be_done_up
10666853,HOUSE,HOUSE,Saint-Nicolas,Liège,4420,319000,residential_sale,3,29,usa_installed,False,False,1,34,1,82,194,197,2,False,as_new
10667297,HOUSE,HOUSE,Gent,East Flanders,9000,319000,residential_sale,3,21,usa_semi_equipped,False,False,0,0,1,8,154,55,2,False,to_be_done_up
10678924,APARTMENT,APARTMENT,Wichelen Serskamp,East Flanders,9260,195000,residential_sale,2,0,usa_hyper_equipped,False,False,1,0,0,0,91,0,3,False,as_new
10679101,APARTMENT,PENTHOUSE,Liège,Liège,4020,375000,residential_sale,3,62,not_installed,False,False,0,0,0,0,214,0,2,False,to_be_done_up
10677844,APARTMENT,APARTMENT,Gent,East Flanders,9000,185000,residential_sale,2,30,semi_equipped,0,1,1,2,0,0,101,0,2,0,to_restore
10676921,APARTMENT,FLAT_STUDIO,SINT-LAMBRECHTS-WOLUWE,Brussels,1200,199000,residential_sale,0,0,installed,1,1,1,3,0,0,31,0,4,0,good
10677802,APARTMENT,APARTMENT,Deurne,Antwerp,2100,245000,residential_sale,2,38,installed,0,1,1,6,0,0,106,0,3,0,just_renovated
10677800,APARTMENT,APARTMENT,Deurne,Antwerp,2100,299000,residential_sale,2,38,installed,0,1,0,0,1,25,106,0,3,0,just_renovated
10677649,APARTMENT,APARTMENT,Uccle,Brussels,1180,315000,residential_sale,2,0,installed,False,False,1,6,0,0,77,0,2,False,as_new
10677382,APARTMENT,APARTMENT,Waterloo,Walloon Brabant,1410,380000,residential_sale,3,39,installed,False,False,1,8,0,0,116,0,2,0,good
10676530,APARTMENT,APARTMENT,Knokke-Heist,West Flanders,8300,594000,residential_sale,3,35,installed,1,False,1,6,0,0,78,0,2,False,as_new
10479538,APARTMENT,APARTMENT,Knokke-Heist,West Flanders,8300,647500,residential_sale,2,0,usa_hyper_equipped,False,False,1,0,0,0,74,0,2,False,just_renovated
10673143,APARTMENT,APARTMENT,Arlon,Luxembourg,6700,230000,residential_sale,1,0,installed,0,1,1,0,0,0,54,0,0,0,good
10673142,APARTMENT,APARTMENT,Aubange,Luxembourg,6790,260000,residential_sale,2,0,installed,0,1,0,0,1,0,110,0,4,0,good
10673608,APARTMENT,APARTMENT,Gent,East Flanders,9000,299000,residential_sale,1,30,hyper_equipped,0,1,1,9,0,0,76,0,2,0,good
10673609,APARTMENT,APARTMENT,GENTBRUGGE,East Flanders,9050,299000,residential_sale,1,30,hyper_equipped,0,1,1,9,0,0,76,0,2,0,good
10631448,APARTMENT,APARTMENT,Gent,East Flanders,9000,405000,residential_sale,3,38,installed,0,1,0,0,0,0,110,0,2,0,just_renovated
10673204,APARTMENT,APARTMENT,Uccle,Brussels,1180,750000,residential_sale,2,75,hyper_equipped,False,False,1,40,0,0,197,0,4,False,as_new
10672667,APARTMENT,PENTHOUSE,Ixelles,Brussels,1050,200000,residential_sale,1,23,semi_equipped,False,False,1,8,0,0,43,0,2,0,as_new
10672892,APARTMENT,APARTMENT,Leuven,Flemish Brabant,3000,295000,residential_sale,2,25,installed,0,False,1,12,0,0,81,0,2,0,good
10672808,APARTMENT,DUPLEX,Mechelen,Antwerp,2800,339000,residential_sale,2,0,installed,0,1,1,5,1,6,90,0,1,False,as_new
10672511,APARTMENT,APARTMENT,Watermael-Boitsfort,Brussels,1170,345000,residential_sale,2,29,installed,False,False,1,17,0,0,88,0,0,False,just_renovated
10672778,APARTMENT,APARTMENT,Gent,East Flanders,9000,549000,residential_sale,3,0,semi_equipped,False,False,1,3,0,0,145,0,4,False,to_be_done_up
10672098,APARTMENT,APARTMENT,ROCOURT,Liège,4000,420000,residential_sale,3,44,installed,0,1,1,18,0,0,144,0,0,0,good
10672317,APARTMENT,APARTMENT,Sint-Pieters-Woluwe,Brussels,1150,765000,residential_sale,4,0,hyper_equipped,False,False,1,11,0,0,253,0,2,False,good
10672307,APARTMENT,APARTMENT,Brussels City,Brussels,1000,985000,residential_sale,4,0,hyper_equipped,False,False,0,0,0,0,221,0,2,False,to_be_done_up
10679364,APARTMENT,FLAT_STUDIO,Schaerbeek,Brussels,1030,165000,residential_sale,0,30,installed,False,False,1,5,0,0,40,0,4,False,just_renovated
10679608,APARTMENT,APARTMENT,Oudenaarde,East Flanders,9700,235000,residential_sale,2,0,hyper_equipped,False,False,1,12,0,0,103,0,3,False,good
10679052,APARTMENT,APARTMENT,Gent,East Flanders,9000,435000,residential_sale,2,24,usa_hyper_equipped,False,False,1,2,0,0,100,0,2,False,as_new
10678994,APARTMENT,APARTMENT,Woluwe-Saint-Pierre,Brussels,1150,570000,residential_sale,2,55,usa_hyper_equipped,False,False,1,8,0,0,105,0,2,False,just_renovated
10678815,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,Brussels,1200,595000,residential_sale,4,45,hyper_equipped,False,False,1,9,0,0,150,0,2,0,good
10670795,APARTMENT,APARTMENT,Borgerhout,Antwerp,2140,175000,residential_sale,2,33,semi_equipped,0,1,1,20,0,0,102,0,3,0,to_be_done_up
10667819,HOUSE,HOUSE,Braine-l'Alleud,Walloon Brabant,1420,320000,residential_sale,3,22,installed,False,False,1,20,1,250,88,405,3,False,good
10666111,HOUSE,VILLA,Waterloo,Walloon Brabant,1410,498000,residential_sale,5,33,hyper_equipped,False,False,1,0,1,700,140,1132,4,False,to_be_done_up
10666139,HOUSE,VILLA,Lasne,Walloon Brabant,1380,995000,residential_sale,6,53,not_installed,False,False,0,0,0,0,300,14631,4,False,to_restore
10673206,HOUSE,HOUSE,Mechelen,Antwerp,2800,513000,residential_sale,3,34,hyper_equipped,0,False,1,0,1,600,160,699,3,False,as_new
10665484,HOUSE,HOUSE,Geraardsbergen,East Flanders,9500,240000,residential_sale,3,20,installed,0,1,0,0,0,0,125,58,2,0,just_renovated
10664236,HOUSE,HOUSE,Bruxelles,Brussels,1000,550000,residential_sale,5,0,installed,False,False,0,0,0,0,265,110,2,False,to_be_done_up
10663833,HOUSE,MANSION,Ninove,East Flanders,9400,615000,residential_sale,5,50,installed,False,False,1,0,1,1100,450,1260,4,False,good
10672578,HOUSE,HOUSE,Linkebeek,Flemish Brabant,1630,495000,residential_sale,3,39,installed,0,1,1,0,0,0,161,303,3,0,good
10676543,HOUSE,TOWN_HOUSE,Vilvoorde,Flemish Brabant,1800,339000,residential_sale,2,36,not_installed,False,False,1,44,1,72,132,165,2,False,to_be_done_up
10676544,HOUSE,HOUSE,Zaventem,Flemish Brabant,1930,345000,residential_sale,3,23,semi_equipped,False,False,1,24,1,125,115,238,3,False,to_be_done_up
10660142,HOUSE,HOUSE,Lede,East Flanders,9340,219000,residential_sale,3,32,installed,0,False,1,0,1,450,170,564,3,False,to_be_done_up
10660214,HOUSE,HOUSE,Gent,East Flanders,9000,272000,residential_sale,3,14,usa_installed,False,False,0,0,0,0,119,55,2,False,good
10660333,HOUSE,HOUSE,Russeignies,Hainaut,7750,275000,residential_sale,5,22,installed,False,False,1,80,1,210,172,818,4,False,good
10659704,HOUSE,HOUSE,Dendermonde,East Flanders,9200,599000,residential_sale,4,48,installed,0,1,0,0,1,0,378,571,3,0,to_be_done_up
10493036,HOUSE,HOUSE,Knokke-Heist,West Flanders,8300,1250000,residential_sale,5,0,usa_hyper_equipped,False,False,1,0,0,0,182,145,2,False,good
10671473,HOUSE,HOUSE,Asse Zellik,Flemish Brabant,1731,485000,residential_sale,6,41,hyper_equipped,0,False,1,0,1,701,290,701,2,False,to_be_done_up
10671527,HOUSE,HOUSE,Drogenbos,Flemish Brabant,1620,495000,residential_sale,3,39,installed,0,1,1,0,0,0,161,303,3,0,good
10672355,HOUSE,HOUSE,Auderghem,Brussels,1160,549000,residential_sale,5,36,installed,False,False,1,18,0,0,200,94,3,False,good
10671672,HOUSE,HOUSE,Woluwe-Saint-Pierre,Brussels,1150,795000,residential_sale,4,45,hyper_equipped,False,False,1,0,1,300,185,392,3,False,good
10673633,HOUSE,HOUSE,Etterbeek,Brussels,1040,1295000,residential_sale,6,30,installed,False,False,1,15,1,0,400,380,2,0,good
10658676,HOUSE,HOUSE,Huy,Liège,4500,189000,residential_sale,3,30,installed,0,1,0,0,1,2300,150,2450,2,0,just_renovated
10658683,HOUSE,HOUSE,Seraing,Liège,4100,199000,residential_sale,4,25,installed,False,False,1,108,1,28,125,229,2,False,good
10658498,HOUSE,HOUSE,Leuven,Flemish Brabant,3010,379000,residential_sale,3,27,installed,0,False,0,0,1,73,111,131,2,False,good
10657873,HOUSE,HOUSE,Rixensart,Walloon Brabant,1330,399000,residential_sale,3,32,semi_equipped,False,False,1,15,1,333,173,428,3,False,to_renovate
10659534,HOUSE,HOUSE,Dendermonde,East Flanders,9200,599000,residential_sale,4,48,installed,0,1,0,0,1,0,378,571,3,0,to_be_done_up
10658482,HOUSE,HOUSE,Watermael-Boitsfort,Brussels,1170,1100000,residential_sale,4,0,usa_hyper_equipped,False,False,1,0,1,60,248,150,2,False,as_new
10668883,HOUSE,HOUSE,Beersel,Flemish Brabant,1650,495000,residential_sale,3,39,installed,0,1,1,0,0,0,161,303,3,0,good
10675364,HOUSE,HOUSE,Wezembeek-Oppem,Flemish Brabant,1970,460000,residential_sale,3,25,usa_hyper_equipped,False,False,1,20,1,110,120,227,2,False,good
10675441,HOUSE,HOUSE,Woluwe-Saint-Pierre,Brussels,1150,599000,residential_sale,4,24,installed,False,False,1,0,1,50,203,258,3,False,good
10676922,HOUSE,HOUSE,Schilde,Antwerp,2970,655000,residential_sale,2,0,installed,0,1,0,0,0,0,235,930,4,0,as_new
10668949,APARTMENT,APARTMENT,Anderlecht,Brussels,1070,239000,residential_sale,2,0,usa_hyper_equipped,False,False,0,0,0,0,82,0,2,False,as_new
10671060,APARTMENT,APARTMENT,Huy,Liège,4500,250000,residential_sale,3,33,installed,0,1,1,0,0,0,98,0,0,0,good
10668605,APARTMENT,APARTMENT,Blankenberge,West Flanders,8370,289000,residential_sale,2,0,installed,1,1,1,0,0,0,68,0,0,0,good
10669125,APARTMENT,APARTMENT,Gent Sint-Denijs-Westrem,East Flanders,9051,325000,residential_sale,2,31,installed,False,False,1,15,0,0,91,0,2,False,to_be_done_up
10670349,APARTMENT,APARTMENT,Evere,Brussels,1140,385000,residential_sale,2,40,hyper_equipped,False,False,1,10,0,0,92,0,2,False,just_renovated
10611828,APARTMENT,PENTHOUSE,Embourg,Liège,4053,399000,residential_sale,3,30,installed,0,1,1,20,0,0,145,0,3,0,good
10611827,APARTMENT,APARTMENT,Embourg,Liège,4053,399000,residential_sale,3,30,installed,0,1,1,20,0,0,145,0,3,0,good
10668885,APARTMENT,APARTMENT,Antwerp,Antwerp,2000,425000,residential_sale,3,0,usa_hyper_equipped,0,False,1,10,0,0,108,0,2,0,good
10670895,APARTMENT,PENTHOUSE,Uccle,Brussels,1180,595000,residential_sale,3,46,installed,0,1,1,15,0,0,133,0,2,0,good
10588500,APARTMENT,LOFT,Brussels City,Brussels,1000,1250000,residential_sale,3,40,hyper_equipped,False,False,1,114,0,0,366,0,4,0,as_new
10675358,APARTMENT,APARTMENT,Molenbeek-Saint-Jean,Brussels,1080,180000,residential_sale,1,0,installed,False,False,0,0,0,0,71,0,2,False,to_be_done_up
10677271,APARTMENT,APARTMENT,Schoten,Antwerp,2900,209000,residential_sale,2,0,semi_equipped,0,1,1,2,0,0,95,0,2,0,to_be_done_up
10675329,APARTMENT,APARTMENT,Jette,Brussels,1090,230000,residential_sale,3,33,installed,False,False,1,8,0,0,117,0,2,False,to_be_done_up
10677803,APARTMENT,APARTMENT,Deurne,Antwerp,2100,259000,residential_sale,2,38,installed,0,1,1,6,0,0,106,0,3,0,to_be_done_up
10677713,APARTMENT,APARTMENT,Etterbeek,Brussels,1040,270000,residential_sale,1,25,hyper_equipped,False,False,1,17,0,0,65,0,2,False,good
10676485,APARTMENT,PENTHOUSE,Bruxelles,Brussels,1000,309000,residential_sale,1,0,usa_installed,0,False,0,0,0,0,80,0,3,False,as_new
10676483,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,349000,residential_sale,2,0,usa_installed,0,False,1,5,0,0,97,0,3,False,as_new
10676484,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,350000,residential_sale,2,0,usa_installed,0,False,1,9,0,0,104,0,3,False,as_new
10676496,APARTMENT,PENTHOUSE,Bruxelles,Brussels,1000,390000,residential_sale,2,0,hyper_equipped,0,False,1,8,0,0,94,0,4,False,as_new
10677557,APARTMENT,APARTMENT,Ixelles,Brussels,1050,599000,residential_sale,4,60,semi_equipped,False,False,1,2,0,0,180,0,2,False,to_renovate
10676501,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,746000,residential_sale,3,0,hyper_equipped,0,False,1,14,0,0,161,0,4,False,as_new
10675409,APARTMENT,DUPLEX,Woluwe-Saint-Pierre,Brussels,1150,1095000,residential_sale,5,0,usa_hyper_equipped,False,False,1,15,0,0,300,0,2,False,as_new
10668584,APARTMENT,APARTMENT,Molenbeek-Saint-Jean,Brussels,1080,129000,residential_sale,1,19,installed,False,False,1,10,0,0,35,0,2,0,good
10666536,APARTMENT,APARTMENT,Schaerbeek,Brussels,1030,345000,residential_sale,2,33,semi_equipped,0,1,1,3,0,0,95,0,2,0,good
10666535,APARTMENT,APARTMENT,Schaerbeek,Brussels,1030,345000,residential_sale,1,33,semi_equipped,0,1,1,3,0,0,95,0,2,0,good
10666607,APARTMENT,DUPLEX,Drongen,East Flanders,9031,349000,residential_sale,2,40,usa_installed,False,False,1,9,0,0,118,0,3,False,good
10666879,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,365000,residential_sale,5,21,installed,False,False,0,0,0,0,134,0,2,False,good
10666278,APARTMENT,DUPLEX,Watermael-Boitsfort,Brussels,1170,620000,residential_sale,2,50,usa_hyper_equipped,False,False,1,40,0,0,160,0,2,False,as_new
10674310,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,250000,residential_sale,2,33,installed,False,False,1,7,0,0,86,0,2,False,good
10674311,APARTMENT,APARTMENT,Schaerbeek,Brussels,1030,250000,residential_sale,2,33,installed,False,False,1,7,0,0,86,0,2,False,good
10675403,HOUSE,MIXED_USE_BUILDING,Brussels,Brussels,1000,1475000,residential_sale,6,0,0,False,False,1,100,1,200,518,330,2,False,to_renovate
10657583,HOUSE,HOUSE,Rixensart Genval,Walloon Brabant,1332,485000,residential_sale,3,12,semi_equipped,False,False,0,0,1,88,148,232,3,False,good
10657514,HOUSE,HOUSE,Waterloo,Walloon Brabant,1410,549000,residential_sale,4,30,installed,False,False,1,25,1,230,207,464,3,False,good
10657515,HOUSE,HOUSE,Braine-l'Alleud,Walloon Brabant,1420,549000,residential_sale,4,30,installed,False,False,1,25,1,230,207,464,3,False,good
10666296,HOUSE,HOUSE,Mettet,Namur,5640,250000,residential_sale,4,50,semi_equipped,0,1,1,30,1,1400,135,1651,4,0,to_be_done_up
10666292,HOUSE,HOUSE,FRAIRE,Namur,5650,250000,residential_sale,4,50,semi_equipped,0,1,1,30,1,1400,135,1651,4,0,to_be_done_up
10666836,HOUSE,HOUSE,Gooik,Flemish Brabant,1755,329000,residential_sale,2,0,semi_equipped,0,1,0,0,0,0,167,402,4,0,to_be_done_up
10667243,HOUSE,HOUSE,Herent,Flemish Brabant,3020,370000,residential_sale,3,0,semi_equipped,0,1,0,0,1,151,181,265,3,0,to_be_done_up
10668184,HOUSE,HOUSE,ELSEGEM,East Flanders,9790,395000,residential_sale,4,0,installed,0,1,0,0,1,0,192,620,4,0,just_renovated
10667814,HOUSE,HOUSE,Braine-l'Alleud,Walloon Brabant,1420,695000,residential_sale,6,50,installed,0,1,0,0,1,900,300,1100,4,0,as_new
10667169,HOUSE,HOUSE,Etterbeek,Brussels,1040,780000,residential_sale,5,15,hyper_equipped,0,False,1,3,1,33,233,100,2,False,to_be_done_up
10667873,HOUSE,HOUSE,Uccle,Brussels,1180,780000,residential_sale,4,0,hyper_equipped,False,False,1,13,1,90,172,180,2,False,good
10666826,HOUSE,EXCEPTIONAL_PROPERTY,Kampenhout,Flemish Brabant,1910,795000,residential_sale,4,100,usa_hyper_equipped,0,False,1,0,1,1172,445,1663,3,False,good
10674610,HOUSE,HOUSE,Harelbeke,West Flanders,8530,339000,residential_sale,3,0,installed,0,1,1,0,0,0,160,359,3,0,good
10673917,HOUSE,HOUSE,Forest,Brussels,1190,499000,residential_sale,3,0,installed,False,False,1,0,0,0,230,70,2,False,to_be_done_up
10673958,HOUSE,VILLA,Braine-l'Alleud,Walloon Brabant,1420,650000,residential_sale,6,41,hyper_equipped,False,1,1,0,1,0,240,998,4,1,good
10678717,HOUSE,CHALET,Froidchapelle,Hainaut,6440,75000,residential_sale,2,14,installed,False,False,1,15,1,190,60,250,4,1,good
10622580,HOUSE,HOUSE,Pont-a-Celles,Hainaut,6230,169500,residential_sale,3,16,semi_equipped,False,False,1,10,1,70,100,154,2,False,good
10678887,HOUSE,HOUSE,Lede,East Flanders,9340,249000,residential_sale,3,32,installed,False,False,1,9,0,0,125,82,2,False,good
10679056,HOUSE,HOUSE,Liège,Liège,4000,349000,residential_sale,4,0,installed,False,False,1,0,1,230,157,330,3,False,good
10678925,HOUSE,HOUSE,Aalst,East Flanders,9300,389000,residential_sale,3,39,hyper_equipped,False,False,1,0,0,0,186,220,2,False,to_be_done_up
10679211,HOUSE,HOUSE,Habay Marbehan,Luxembourg,6724,440000,residential_sale,6,59,usa_installed,False,False,1,0,0,0,255,774,4,1,good
10678845,HOUSE,HOUSE,Tervuren,Flemish Brabant,3080,935000,residential_sale,5,54,installed,False,False,1,28,1,800,295,1362,4,False,good
10321179,HOUSE,HOUSE,Crisnée,Liège,4367,138000,residential_sale,2,18,not_installed,False,False,1,16,0,0,120,90,3,False,to_renovate
10656932,HOUSE,VILLA,Beersel,Flemish Brabant,1652,529000,residential_sale,3,32,hyper_equipped,False,False,1,15,1,310,146,530,4,False,good
10656226,HOUSE,HOUSE,Rhode-Saint-Genese,Flemish Brabant,1640,639000,residential_sale,3,30,usa_hyper_equipped,False,False,1,80,1,150,205,476,3,1,as_new
10657189,HOUSE,HOUSE,Ixelles,Brussels,1050,995000,residential_sale,5,50,hyper_equipped,False,1,1,20,1,0,235,81,2,0,good
10664407,HOUSE,HOUSE,COUTISSE,Namur,5300,295000,residential_sale,3,0,installed,0,1,1,0,1,0,150,1192,4,0,good
10663932,HOUSE,HOUSE,Braine-l'Alleud,Walloon Brabant,1420,595000,residential_sale,5,18,hyper_equipped,False,False,1,25,1,200,203,366,3,False,just_renovated
10663610,HOUSE,APARTMENT_BLOCK,Saint-Gilles,Brussels,1060,650000,residential_sale,6,50,hyper_equipped,False,False,0,0,0,0,225,78,2,False,as_new
10674312,APARTMENT,APARTMENT,Etterbeek,Brussels,1040,250000,residential_sale,2,33,installed,False,False,1,7,0,0,86,0,2,False,good
10674309,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,270000,residential_sale,2,33,installed,False,False,1,7,0,0,86,0,2,False,good
10674670,APARTMENT,APARTMENT,Dendermonde,East Flanders,9200,339000,residential_sale,2,0,installed,0,1,1,6,0,0,92,0,2,0,good
10663786,APARTMENT,APARTMENT,Seraing,Liège,4100,160000,residential_sale,2,26,installed,False,False,1,16,0,0,65,0,2,False,to_be_done_up
10663948,APARTMENT,FLAT_STUDIO,Mechelen,Antwerp,2800,174000,residential_sale,0,22,installed,0,False,1,16,0,0,34,0,2,0,as_new
10663652,APARTMENT,APARTMENT,Tubize,Walloon Brabant,1480,179000,residential_sale,1,28,usa_hyper_equipped,False,False,1,4,0,0,61,0,2,False,good
10665158,APARTMENT,FLAT_STUDIO,Molenbeek-Saint-Jean,Brussels,1080,180000,residential_sale,0,27,usa_hyper_equipped,False,False,1,5,0,0,43,0,2,False,as_new
10664225,APARTMENT,APARTMENT,Dilbeek,Flemish Brabant,1700,265000,residential_sale,2,40,usa_hyper_equipped,False,False,1,5,0,0,105,0,2,False,good
10663620,APARTMENT,APARTMENT,VICHTE,West Flanders,8570,362500,residential_sale,4,0,installed,0,1,0,0,1,0,345,0,2,0,to_be_done_up
10663906,APARTMENT,APARTMENT,Uccle,Brussels,1180,380000,residential_sale,2,35,usa_hyper_equipped,False,False,1,10,0,0,85,0,3,False,as_new
10664791,APARTMENT,APARTMENT,Antwerp,Antwerp,2000,695000,residential_sale,2,0,usa_hyper_equipped,False,False,1,8,0,0,117,0,2,0,as_new
10570763,APARTMENT,APARTMENT,Brussels City,Brussels,1000,745000,residential_sale,3,67,hyper_equipped,False,False,1,27,0,0,190,0,2,False,as_new
10673039,APARTMENT,PENTHOUSE,Uccle,Brussels,1180,520000,residential_sale,3,40,hyper_equipped,False,False,1,15,0,0,120,0,2,False,as_new
10677494,APARTMENT,APARTMENT,Forest,Brussels,1190,135000,residential_sale,1,21,installed,False,False,1,2,0,0,60,0,2,False,to_renovate
10677229,APARTMENT,APARTMENT,Huy,Liège,4500,269500,residential_sale,2,0,installed,0,1,0,0,0,0,90,0,2,0,as_new
10660108,APARTMENT,APARTMENT,Schaerbeek,Brussels,1030,425000,residential_sale,3,33,installed,False,False,1,8,0,0,137,0,3,False,as_new
10659994,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,Brussels,1200,495000,residential_sale,4,38,installed,False,False,1,30,0,0,160,0,0,False,good
10671544,APARTMENT,APARTMENT,Schaerbeek,Brussels,1030,180000,residential_sale,2,22,semi_equipped,False,False,0,0,0,0,87,0,2,0,to_renovate
10671323,APARTMENT,APARTMENT,Anderlecht,Brussels,1070,199990,residential_sale,2,28,semi_equipped,False,False,1,17,0,0,80,0,2,False,good
10672104,APARTMENT,APARTMENT,Etterbeek,Brussels,1040,315000,residential_sale,2,25,usa_hyper_equipped,False,False,1,9,0,0,70,0,0,False,good
10672353,APARTMENT,APARTMENT,Middelkerke,West Flanders,8430,375000,residential_sale,1,0,installed,1,1,1,0,0,0,65,0,2,0,good
10674034,APARTMENT,APARTMENT,Zeebrugge,West Flanders,8380,299000,residential_sale,2,0,installed,0,1,1,10,0,0,106,0,2,0,good
10673853,APARTMENT,APARTMENT,Oud-Turnhout,Antwerp,2360,545000,residential_sale,3,0,installed,0,1,1,30,1,0,230,0,4,0,as_new
10658175,APARTMENT,DUPLEX,Marche-en-Famenne,Luxembourg,6900,198000,residential_sale,3,29,semi_equipped,False,False,1,2,0,0,124,0,3,False,as_new
10658716,APARTMENT,APARTMENT,Blankenberge,West Flanders,8370,279000,residential_sale,2,0,semi_equipped,1,1,1,0,0,0,70,0,0,0,to_be_done_up
10657768,APARTMENT,APARTMENT,Uccle,Brussels,1180,460000,residential_sale,2,40,hyper_equipped,0,False,1,2,0,0,104,0,2,0,good
10658199,APARTMENT,APARTMENT,Etterbeek,Brussels,1040,645000,residential_sale,4,64,hyper_equipped,0,False,1,30,0,0,182,0,2,False,good
10670794,APARTMENT,FLAT_STUDIO,Antwerp,Antwerp,2000,115000,residential_sale,1,25,installed,0,1,0,0,0,0,32,0,2,0,good
10671160,APARTMENT,APARTMENT,Gent,East Flanders,9000,175000,residential_sale,2,0,installed,False,False,0,0,0,0,64,0,0,False,to_renovate
10671068,APARTMENT,APARTMENT,Evere,Brussels,1140,215000,residential_sale,2,17,installed,False,False,1,3,0,0,70,0,2,False,as_new
