id,type of property,subtype of property,locality,province,postalCode,price,type of sale,number of bedrooms,living area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building
10505088,HOUSE,HOUSE,Dottignies,Hainaut,7711,349000,residential_sale,5,0,installed,0,1,0,0,0,0,297,561,2,0,just_renovated
10639486,HOUSE,HOUSE,Assebroek,West Flanders,8310,349000,residential_sale,4,0,installed,False,False,1,0,0,0,295,218,2,False,to_be_done_up
9310597,HOUSE,VILLA,Ottignies,Walloon Brabant,1340,350000,residential_sale,3,30,semi_equipped,0,1,1,0,1,0,133,772,4,0,to_renovate
10642062,HOUSE,HOUSE,LASNE-CHAPELLE-SAINT-LAMBERT,Walloon Brabant,1380,350000,residential_sale,2,33,semi_equipped,0,1,0,0,1,188,156,360,4,0,to_renovate
10447772,HOUSE,HOUSE,Merchtem,Flemish Brabant,1785,350000,residential_sale,2,0,semi_equipped,0,1,1,0,1,0,140,85,2,0,to_be_done_up
10627873,HOUSE,HOUSE,Mechelen,Antwerp,2800,350000,residential_sale,2,0,semi_equipped,0,1,0,0,0,0,123,80,2,0,good
10197116,HOUSE,APARTMENT_BLOCK,Liège,Liège,4000,350000,residential_sale,6,0,0,0,1,0,0,0,0,230,74,2,0,just_renovated
10466125,HOUSE,APARTMENT_BLOCK,Seraing,Liège,4101,350000,residential_sale,5,20,installed,False,False,0,0,0,0,250,192,2,False,as_new
10619190,HOUSE,BUNGALOW,Aywaille,Liège,4920,350000,residential_sale,3,39,semi_equipped,False,False,1,0,0,0,184,2148,4,False,to_be_done_up
10600049,HOUSE,HOUSE,MOIGNELÉE,Namur,5060,350000,residential_sale,3,31,installed,0,1,1,18,1,600,140,702,4,0,just_renovated
10315891,HOUSE,HOUSE,Arlon,Luxembourg,6700,350000,residential_sale,3,0,semi_equipped,0,1,0,0,1,0,251,363,2,0,to_renovate
10587880,APARTMENT,APARTMENT,Oudenaarde,East Flanders,9700,245000,residential_sale,2,32,0,False,False,1,0,1,0,91,0,2,False,as_new
9552584,APARTMENT,APARTMENT,Gistel,West Flanders,8470,248000,residential_sale,2,0,hyper_equipped,False,False,1,9,0,0,93,0,0,False,as_new
10425228,APARTMENT,APARTMENT,Vilvoorde,Flemish Brabant,1800,249000,residential_sale,1,32,installed,False,False,0,0,0,0,65,0,2,False,good
10496796,APARTMENT,APARTMENT,Mol,Antwerp,2400,249000,residential_sale,3,36,installed,False,False,1,16,0,0,0,0,0,False,good
10557106,APARTMENT,APARTMENT,Mortsel,Antwerp,2640,249000,residential_sale,2,0,usa_hyper_equipped,False,False,1,0,0,0,100,0,3,0,good
10624846,APARTMENT,APARTMENT,Dentergem,West Flanders,8720,249000,residential_sale,2,0,installed,False,False,1,0,0,0,115,0,0,False,as_new
10549055,APARTMENT,APARTMENT,Wetteren,East Flanders,9230,249000,residential_sale,1,30,hyper_equipped,0,False,1,7,0,0,76,0,2,False,as_new
10579043,APARTMENT,APARTMENT,Nazareth,East Flanders,9810,249000,residential_sale,2,34,0,False,False,1,9,1,0,95,0,2,False,as_new
10606222,APARTMENT,APARTMENT,EEKLO,East Flanders,9900,249000,residential_sale,2,0,installed,False,False,1,0,0,0,115,0,2,False,good
10571626,APARTMENT,APARTMENT,Zonhoven,Limburg,3520,249500,residential_sale,2,0,hyper_equipped,False,False,1,0,0,0,115,0,2,False,good
10396976,APARTMENT,APARTMENT,Ieper,West Flanders,8900,250000,residential_sale,2,34,installed,0,False,1,6,0,0,95,0,0,False,as_new
10363586,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,251500,residential_sale,1,22,usa_installed,0,False,0,0,0,0,60,0,2,False,good
10561190,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,Brussels,1200,255000,residential_sale,1,25,hyper_equipped,False,False,1,2,0,0,63,0,0,False,good
10639570,APARTMENT,FLAT_STUDIO,Leuven,Flemish Brabant,3000,255000,residential_sale,1,0,hyper_equipped,False,False,0,0,0,0,26,0,0,False,just_renovated
10409001,APARTMENT,APARTMENT,Veldegem,West Flanders,8210,255000,residential_sale,2,28,installed,False,False,1,3,0,0,71,0,0,False,as_new
10365023,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,256500,residential_sale,1,22,usa_installed,0,False,0,0,0,0,60,0,2,False,good
10511795,APARTMENT,APARTMENT,Roeselare,West Flanders,8800,259000,residential_sale,2,0,hyper_equipped,False,False,1,11,0,0,95,0,0,False,as_new
10600184,APARTMENT,APARTMENT,Antwerpen,Antwerp,2170,260000,residential_sale,2,0,usa_installed,0,False,1,3,0,0,85,0,2,False,just_renovated
10643320,APARTMENT,APARTMENT,Ixelles,Brussels,1050,265000,residential_sale,1,22,hyper_equipped,False,False,0,0,0,0,54,0,2,False,good
10511796,APARTMENT,APARTMENT,Roeselare,West Flanders,8800,265000,residential_sale,2,0,hyper_equipped,False,False,1,0,0,0,93,0,0,False,as_new
10478268,APARTMENT,APARTMENT,Harelbeke,West Flanders,8530,268000,residential_sale,2,0,hyper_equipped,0,False,1,18,0,0,113,0,1,False,good
10519897,APARTMENT,APARTMENT,Liege,Liège,4000,269000,residential_sale,2,30,0,False,False,1,5,0,0,82,0,2,0,good
10572232,APARTMENT,APARTMENT,Bredene,West Flanders,8450,269000,residential_sale,3,0,installed,False,False,0,0,0,0,115,0,0,False,as_new
10374724,APARTMENT,APARTMENT,Jette,Brussels,1090,270000,residential_sale,2,40,installed,False,False,1,0,0,0,116,0,0,0,good
10550340,APARTMENT,APARTMENT,Turnhout,Antwerp,2300,270000,residential_sale,2,0,installed,0,1,1,23,0,0,113,0,2,0,0
10509828,APARTMENT,APARTMENT,Zwijndrecht,Antwerp,2070,274000,residential_sale,2,30,installed,0,False,1,16,0,0,79,0,2,False,as_new
10229487,APARTMENT,APARTMENT,Brugge,West Flanders,8000,274680,residential_sale,2,0,installed,0,1,1,7,0,0,88,0,2,0,0
10608561,APARTMENT,APARTMENT,Woluwe-Saint-Pierre,Brussels,1150,275000,residential_sale,2,27,0,False,False,1,16,0,0,76,0,4,0,to_be_done_up
10273610,APARTMENT,APARTMENT,Uccle,Brussels,1180,275000,residential_sale,2,30,0,0,1,0,0,0,0,74,0,3,0,good
10621718,APARTMENT,APARTMENT,Forest,Brussels,1190,275000,residential_sale,2,35,installed,0,1,1,15,0,0,100,0,0,0,good
10644828,HOUSE,HOUSE,CURFOZ,Luxembourg,6832,350000,residential_sale,5,0,installed,0,1,1,0,0,0,202,4820,4,0,0
10617819,HOUSE,HOUSE,Onze-Lieve-Vrouw-Waver,Antwerp,2861,359000,residential_sale,3,0,semi_equipped,0,1,1,0,1,0,207,305,2,0,to_renovate
10575835,HOUSE,HOUSE,Grace-Hollogne,Liège,4460,359000,residential_sale,3,18,installed,False,False,1,220,1,70,121,792,3,False,good
10641951,HOUSE,HOUSE,Wetteren,East Flanders,9230,360000,residential_sale,4,22,installed,0,1,1,0,1,155,182,289,2,0,good
10358851,HOUSE,HOUSE,Wavre,Walloon Brabant,1300,365000,residential_sale,5,19,usa_installed,0,1,1,0,1,0,170,450,2,0,0
10601320,HOUSE,HOUSE,Hoboken,Antwerp,2660,365000,residential_sale,4,47,installed,0,1,0,0,1,230,190,330,2,0,good
10597081,HOUSE,HOUSE,Torgny,Luxembourg,6767,365000,residential_sale,4,21,installed,False,False,1,50,1,530,236,823,2,False,good
10282409,HOUSE,HOUSE,Zellik,Flemish Brabant,1731,369000,residential_sale,3,21,hyper_equipped,False,False,1,0,0,0,109,370,4,0,to_be_done_up
10484221,HOUSE,HOUSE,Overijse,Flemish Brabant,3090,369000,residential_sale,3,30,hyper_equipped,False,False,1,12,1,135,115,224,2,False,to_be_done_up
10639004,HOUSE,HOUSE,Courcelles,Hainaut,6180,369000,residential_sale,3,37,installed,False,False,1,20,1,320,176,409,4,False,as_new
10594241,HOUSE,HOUSE,Mélin,Walloon Brabant,1370,370000,residential_sale,2,48,usa_hyper_equipped,0,1,1,20,1,0,121,358,2,0,0
10464677,HOUSE,VILLA,Waterloo,Walloon Brabant,1410,375000,residential_sale,2,0,installed,0,1,1,0,0,0,120,484,4,0,to_renovate
10618314,HOUSE,HOUSE,Wavre,Walloon Brabant,1300,379000,residential_sale,3,45,installed,False,False,1,9,1,257,180,361,2,False,good
10592559,HOUSE,HOUSE,ITEGEM,Antwerp,2222,385000,residential_sale,3,0,semi_equipped,0,1,1,40,1,230,204,0,3,0,good
10411648,HOUSE,HOUSE,Etalle,Luxembourg,6740,387500,residential_sale,4,37,0,0,1,1,50,1,0,143,858,3,0,0
10534173,HOUSE,HOUSE,Pont-à-Celles,Hainaut,6230,389000,residential_sale,5,36,installed,False,False,1,40,1,700,285,904,3,False,good
10617719,HOUSE,HOUSE,Lokeren,East Flanders,9160,390000,residential_sale,3,0,0,0,1,0,0,0,0,200,655,4,0,0
10591129,HOUSE,HOUSE,Putte,Antwerp,2580,393000,residential_sale,3,0,0,0,1,1,20,1,300,159,712,4,False,0
10580400,HOUSE,HOUSE,Bornem,Antwerp,2880,395000,residential_sale,3,0,installed,0,1,1,0,0,0,200,399,2,0,good
10644103,HOUSE,HOUSE,Overijse,Flemish Brabant,3090,395000,residential_sale,3,32,installed,False,False,1,35,0,0,150,615,3,False,good
10538144,HOUSE,HOUSE,Trois-ponts,Liège,4980,395000,residential_sale,5,0,installed,False,False,1,0,0,0,348,1102,3,False,good
10614829,HOUSE,VILLA,HAN-SUR-LESSE,Namur,5580,395000,residential_sale,4,0,semi_equipped,0,1,0,0,1,0,184,1241,4,0,good
10334913,HOUSE,VILLA,Soignies,Hainaut,7060,395000,residential_sale,4,0,semi_equipped,0,1,0,0,1,0,165,709,4,0,0
10549111,HOUSE,HOUSE,Wavre,Walloon Brabant,1300,400000,residential_sale,4,60,hyper_equipped,0,1,1,10,1,300,160,1044,4,0,good
10605045,HOUSE,HOUSE,Walhain,Walloon Brabant,1457,410000,residential_sale,5,32,semi_equipped,0,False,0,0,0,0,196,2000,3,False,to_be_done_up
10621549,HOUSE,BUNGALOW,Kessel-Lo,Flemish Brabant,3010,415000,residential_sale,2,40,0,0,1,1,25,1,623,180,623,4,0,to_be_done_up
10621547,HOUSE,HOUSE,Kessel-Lo,Flemish Brabant,3010,415000,residential_sale,2,40,0,0,1,1,25,1,623,180,623,4,0,to_be_done_up
10377703,HOUSE,HOUSE,SINT-ELOOIS-VIJVE,West Flanders,8793,420000,residential_sale,5,0,installed,0,1,0,0,0,0,430,247,3,0,good
10377700,HOUSE,MIXED_USE_BUILDING,SINT-ELOOIS-VIJVE,West Flanders,8793,420000,residential_sale,5,0,installed,0,1,0,0,0,0,430,247,3,0,good
10648029,HOUSE,HOUSE,Blankenberge,West Flanders,8370,425000,residential_sale,4,0,installed,1,1,0,0,0,0,111,0,2,0,good
10519565,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,Brussels,1200,275000,residential_sale,1,25,hyper_equipped,False,False,1,2,0,0,63,0,0,False,good
10554363,APARTMENT,APARTMENT,Antwerpen,Antwerp,2000,275000,residential_sale,1,0,hyper_equipped,0,False,0,0,0,0,0,0,2,False,just_renovated
10638009,APARTMENT,APARTMENT,Antwerpen,Antwerp,2018,275000,residential_sale,2,0,hyper_equipped,0,False,1,2,0,0,72,0,2,False,good
10364237,APARTMENT,APARTMENT,Merelbeke,East Flanders,9820,275000,residential_sale,2,20,0,False,False,0,0,0,0,77,0,2,False,as_new
10634852,APARTMENT,APARTMENT,Forest,Brussels,1190,279000,residential_sale,2,0,semi_equipped,False,False,1,3,0,0,98,0,2,0,to_renovate
10504219,APARTMENT,SERVICE_FLAT,Halle,Flemish Brabant,1500,279000,residential_sale,2,0,0,0,False,0,0,0,0,100,0,0,False,good
10550941,APARTMENT,APARTMENT,Edegem,Antwerp,2650,279000,residential_sale,2,0,0,0,False,1,14,0,0,97,0,2,0,good
8318012,APARTMENT,APARTMENT,Tielt,West Flanders,8700,279000,residential_sale,2,26,installed,0,False,0,0,0,0,70,0,0,False,good
10445577,APARTMENT,GROUND_FLOOR,Brugge,West Flanders,8000,280000,residential_sale,1,0,hyper_equipped,False,False,1,0,1,60,84,0,0,False,as_new
10633317,APARTMENT,APARTMENT,Uccle,Brussels,1180,285000,residential_sale,2,0,0,False,False,1,0,0,0,77,0,3,0,to_be_done_up
10632482,APARTMENT,APARTMENT,SART-TILMAN,Liège,4031,285000,residential_sale,2,0,installed,0,1,1,4,0,0,80,0,0,0,0
10616213,APARTMENT,APARTMENT,Lier,Antwerp,2500,295000,residential_sale,2,34,installed,False,False,1,8,1,0,85,0,0,False,as_new
10084483,APARTMENT,PENTHOUSE,PÂTURAGES,Hainaut,7340,295000,residential_sale,2,55,installed,0,1,0,0,0,0,90,0,2,0,good
10575974,APARTMENT,APARTMENT,Watermael-Boitsfort,Brussels,1170,299000,residential_sale,2,28,0,False,False,1,17,0,0,73,0,4,0,good
10640317,APARTMENT,APARTMENT,Oostende,West Flanders,8400,299000,residential_sale,2,34,installed,1,False,1,1,0,0,100,0,3,False,to_be_done_up
10629481,APARTMENT,APARTMENT,Aalter,East Flanders,9880,299000,residential_sale,2,24,installed,0,False,1,7,0,0,90,0,0,False,as_new
10585888,APARTMENT,APARTMENT,Antwerpen Berchem,Antwerp,2600,299500,residential_sale,3,27,usa_hyper_equipped,False,False,1,18,0,0,103,0,2,0,just_renovated
10622391,APARTMENT,APARTMENT,Evere,Brussels,1140,302000,residential_sale,1,30,usa_hyper_equipped,False,False,1,25,0,0,91,0,2,False,as_new
10488122,APARTMENT,APARTMENT,Brussels City,Brussels,1000,310000,residential_sale,1,0,usa_hyper_equipped,False,False,0,0,0,0,75,0,4,False,as_new
10368079,APARTMENT,APARTMENT,Jette,Brussels,1090,310000,residential_sale,3,31,semi_equipped,False,False,1,4,0,0,110,0,2,0,good
10448208,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,315000,residential_sale,1,0,usa_hyper_equipped,0,False,0,0,0,0,53,0,2,False,as_new
10598429,APARTMENT,APARTMENT,Gent,East Flanders,9000,315000,residential_sale,2,0,semi_equipped,0,1,0,0,0,0,84,0,2,0,just_renovated
10530893,APARTMENT,APARTMENT,Sijsele,West Flanders,8340,319000,residential_sale,2,0,hyper_equipped,0,False,1,0,0,0,108,0,2,0,as_new
10602039,APARTMENT,APARTMENT,Sijsele,West Flanders,8340,319000,residential_sale,2,0,hyper_equipped,0,False,1,0,0,0,108,0,2,0,as_new
10305654,APARTMENT,GROUND_FLOOR,Jette,Brussels,1090,322875,residential_sale,1,30,usa_hyper_equipped,False,False,1,10,1,25,99,0,3,False,as_new
10605097,APARTMENT,APARTMENT,Watermael-Boitsfort,Brussels,1170,325000,residential_sale,2,0,0,False,False,1,17,0,0,68,0,3,0,as_new
10519721,APARTMENT,APARTMENT,Antwerp,Antwerp,2018,325000,residential_sale,3,40,usa_hyper_equipped,False,False,1,0,0,0,108,0,2,False,good
10508607,APARTMENT,APARTMENT,Antwerp,Antwerp,2020,325000,residential_sale,3,40,usa_hyper_equipped,False,False,1,0,0,0,108,0,2,False,good
10610104,APARTMENT,APARTMENT,Bredene,West Flanders,8450,325000,residential_sale,2,27,installed,0,False,1,6,0,0,78,0,0,False,as_new
10600633,APARTMENT,FLAT_STUDIO,Bruxelles,Brussels,1000,330000,residential_sale,1,26,hyper_equipped,False,False,1,3,0,0,64,0,2,False,as_new
10633030,HOUSE,HOUSE,Jambes,Namur,5100,429000,residential_sale,2,44,installed,False,False,1,55,1,815,120,1000,4,False,good
10637846,HOUSE,HOUSE,Rixensart,Walloon Brabant,1330,430000,residential_sale,2,37,semi_equipped,0,False,1,0,0,0,103,1166,4,False,to_renovate
10030756,HOUSE,HOUSE,Beersel,Flemish Brabant,1650,430000,residential_sale,4,30,usa_installed,False,False,1,20,1,475,260,717,3,0,to_be_done_up
10635707,HOUSE,MANSION,Chênée,Liège,4032,430000,residential_sale,4,32,not_installed,0,1,1,13,1,0,326,848,3,0,to_renovate
10635702,HOUSE,HOUSE,Chênée,Liège,4032,430000,residential_sale,4,32,not_installed,0,1,1,13,1,0,326,848,3,0,to_renovate
10472660,HOUSE,HOUSE,Wolvertem,Flemish Brabant,1861,435000,residential_sale,3,0,installed,0,1,1,0,1,0,261,0,3,0,to_be_done_up
10620572,HOUSE,HOUSE,Putte,Antwerp,2580,435000,residential_sale,3,0,installed,0,1,1,37,1,200,175,0,3,0,good
10544537,HOUSE,MANSION,Liege,Liège,4000,435000,residential_sale,4,0,installed,False,False,1,55,0,0,251,0,2,False,as_new
10546631,HOUSE,HOUSE,Duffel,Antwerp,2570,439000,residential_sale,3,44,installed,0,1,0,0,1,0,214,202,2,0,good
10637953,HOUSE,HOUSE,CHAUMONT,Walloon Brabant,1325,440000,residential_sale,3,35,semi_equipped,0,1,0,0,0,0,170,938,4,0,to_renovate
10644104,HOUSE,HOUSE,Overijse,Flemish Brabant,3090,445000,residential_sale,3,30,installed,False,False,1,16,1,530,151,708,3,False,good
10471536,HOUSE,HOUSE,Houffalize,Luxembourg,6661,445000,residential_sale,2,0,0,0,1,0,0,1,0,149,3700,4,1,0
10551276,HOUSE,HOUSE,Brasschaat,Antwerp,2930,449000,residential_sale,3,0,0,0,1,1,0,1,0,240,503,2,0,just_renovated
10342274,HOUSE,HOUSE,Ransart,Hainaut,6043,449000,residential_sale,3,30,installed,0,1,1,45,1,470,265,855,4,1,0
10612453,HOUSE,HOUSE,Schaerbeek,Brussels,1030,450000,residential_sale,6,32,usa_installed,False,False,1,10,1,35,280,120,2,False,good
10477363,HOUSE,VILLA,Louvain-La-Neuve,Walloon Brabant,1348,450000,residential_sale,3,56,semi_equipped,0,1,1,33,1,0,155,233,4,0,to_renovate
10622363,HOUSE,HOUSE,Namur,Namur,5000,450000,residential_sale,6,45,usa_semi_equipped,False,False,1,20,1,150,300,400,2,False,good
10576962,HOUSE,HOUSE,Arlon,Luxembourg,6700,450000,residential_sale,3,0,installed,0,1,0,0,1,0,143,400,2,0,just_renovated
9673453,HOUSE,HOUSE,Dohan,Luxembourg,6836,450000,residential_sale,3,0,installed,0,1,1,0,0,0,202,1299,4,0,0
10578831,HOUSE,APARTMENT_BLOCK,Nivelles,Walloon Brabant,1400,460000,residential_sale,7,18,hyper_equipped,False,False,1,30,1,174,273,300,2,False,as_new
10551885,HOUSE,EXCEPTIONAL_PROPERTY,Nivelles,Walloon Brabant,1400,460000,residential_sale,7,18,hyper_equipped,False,False,1,30,1,174,273,300,2,False,as_new
10642677,HOUSE,HOUSE,Gent,East Flanders,9000,460000,residential_sale,3,0,0,0,1,1,15,0,0,138,0,2,0,just_renovated
10520190,HOUSE,VILLA,Ichtegem,West Flanders,8480,465000,residential_sale,4,0,0,0,False,0,0,1,300,225,594,4,0,good
10638125,HOUSE,HOUSE,Schilde,Antwerp,2970,469000,residential_sale,3,30,installed,0,1,0,0,1,0,150,2780,4,0,good
10520706,HOUSE,HOUSE,Moorsel,Flemish Brabant,3080,469000,residential_sale,2,0,semi_equipped,0,1,1,15,1,340,110,478,3,0,to_be_done_up
10358867,HOUSE,HOUSE,Grez-Doiceau,Walloon Brabant,1390,470000,residential_sale,6,46,installed,0,1,1,0,1,0,459,980,4,0,0
10598398,HOUSE,HOUSE,Ottignies,Walloon Brabant,1340,475000,residential_sale,4,47,0,0,False,1,0,1,872,192,1016,4,0,to_be_done_up
10578253,HOUSE,VILLA,Ferrieres,Liège,4190,475000,residential_sale,4,46,installed,False,False,1,10,0,0,192,4473,4,False,as_new
10607034,HOUSE,HOUSE,Willebroek,Antwerp,2830,477000,residential_sale,3,0,installed,0,1,1,0,1,0,0,1127,4,0,to_renovate
10563825,HOUSE,HOUSE,Etterbeek,Brussels,1040,479000,residential_sale,5,0,usa_installed,False,False,0,0,0,0,170,67,2,False,to_be_done_up
10469862,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,330000,residential_sale,1,30,usa_semi_equipped,False,False,0,0,0,0,74,0,0,False,as_new
10524956,APARTMENT,DUPLEX,Oedelem,West Flanders,8730,342500,residential_sale,2,0,hyper_equipped,False,False,1,0,0,0,104,0,0,False,as_new
10565950,APARTMENT,APARTMENT,Evere,Brussels,1140,344000,residential_sale,2,0,usa_hyper_equipped,False,False,1,11,0,0,95,0,2,False,as_new
10520139,APARTMENT,DUPLEX,Sint-Michiels,West Flanders,8200,345000,residential_sale,3,0,0,0,False,1,0,0,0,0,0,0,0,good
10505438,APARTMENT,APARTMENT,Blankenberge,West Flanders,8370,345000,residential_sale,3,0,installed,False,False,0,0,0,0,125,0,0,False,good
9552581,APARTMENT,APARTMENT,Gistel,West Flanders,8470,345000,residential_sale,3,0,hyper_equipped,False,False,1,25,0,0,124,0,0,False,as_new
10519940,APARTMENT,DUPLEX,Alleur,Liège,4432,349000,residential_sale,3,50,usa_hyper_equipped,0,False,1,37,0,0,201,0,3,0,as_new
10466389,APARTMENT,TRIPLEX,Wetteren,East Flanders,9230,349000,residential_sale,3,57,hyper_equipped,0,False,0,0,0,0,150,0,0,False,as_new
9112347,APARTMENT,APARTMENT,Gistel,West Flanders,8470,350000,residential_sale,3,0,hyper_equipped,False,False,1,12,0,0,130,0,0,False,as_new
10395521,APARTMENT,APARTMENT,Beernem,West Flanders,8730,350000,residential_sale,2,15,installed,False,False,1,42,0,0,120,0,2,False,good
9910735,APARTMENT,APARTMENT,Gistel,West Flanders,8470,350065,residential_sale,3,0,hyper_equipped,False,False,1,13,0,0,129,0,0,False,as_new
10576406,APARTMENT,APARTMENT,Brecht,Antwerp,2960,358000,residential_sale,3,47,installed,0,False,1,70,0,0,140,0,2,False,as_new
9552587,APARTMENT,APARTMENT,Gistel,West Flanders,8470,358500,residential_sale,3,0,hyper_equipped,False,False,1,12,0,0,129,0,0,False,as_new
10561188,APARTMENT,APARTMENT,Herent,Flemish Brabant,3020,360000,residential_sale,2,33,installed,False,False,1,7,0,0,100,0,0,False,as_new
10565949,APARTMENT,APARTMENT,Evere,Brussels,1140,362000,residential_sale,2,0,usa_hyper_equipped,False,False,1,16,0,0,94,0,2,False,as_new
10643324,APARTMENT,TRIPLEX,Ixelles,Brussels,1050,365000,residential_sale,2,27,hyper_equipped,False,False,0,0,0,0,79,0,2,False,good
9552550,APARTMENT,APARTMENT,Gistel,West Flanders,8470,365000,residential_sale,3,0,hyper_equipped,False,False,1,14,0,0,130,0,0,False,as_new
10629049,APARTMENT,APARTMENT,Brussel,Brussels,1000,369000,residential_sale,2,35,0,0,False,1,13,0,0,95,0,0,0,good
10630430,APARTMENT,DUPLEX,Antwerp,Antwerp,2000,375000,residential_sale,2,0,hyper_equipped,False,False,1,0,0,0,111,0,2,0,good
9376444,APARTMENT,APARTMENT,Roeselare,West Flanders,8800,375000,residential_sale,2,0,usa_hyper_equipped,0,False,1,45,0,0,140,0,0,False,as_new
10604144,APARTMENT,APARTMENT,Etterbeek,Brussels,1040,379000,residential_sale,2,30,hyper_equipped,False,False,0,0,0,0,74,0,2,0,just_renovated
10643321,APARTMENT,APARTMENT,Ixelles,Brussels,1050,385000,residential_sale,2,25,hyper_equipped,False,False,0,0,0,0,90,0,2,False,good
10608476,APARTMENT,APARTMENT,Ixelles,Brussels,1050,385000,residential_sale,1,50,hyper_equipped,False,False,0,0,0,0,108,0,2,False,as_new
10638669,APARTMENT,APARTMENT,Heverlee,Flemish Brabant,3001,385000,residential_sale,3,31,0,False,False,1,0,0,0,101,0,0,False,to_be_done_up
10575693,APARTMENT,APARTMENT,Uccle,Brussels,1180,390000,residential_sale,3,45,semi_equipped,False,False,1,12,0,0,0,0,2,False,to_renovate
10514884,APARTMENT,APARTMENT,Hulshout,Antwerp,2235,390000,residential_sale,4,212,installed,False,False,0,0,1,100,384,0,0,False,good
10625646,APARTMENT,DUPLEX,Ixelles,Brussels,1050,395000,residential_sale,2,0,usa_installed,0,False,0,0,0,0,90,0,0,False,good
10641239,APARTMENT,APARTMENT,Knokke-Heist,West Flanders,8300,395000,residential_sale,1,0,0,False,False,1,0,0,0,54,0,2,False,as_new
10557458,APARTMENT,APARTMENT,Antwerp,Antwerp,2000,399000,residential_sale,1,0,hyper_equipped,False,False,1,10,0,0,86,0,0,0,as_new
10564021,APARTMENT,FLAT_STUDIO,Knokke-Heist,West Flanders,8300,399000,residential_sale,0,0,usa_installed,1,False,1,0,0,0,36,0,2,False,as_new
10580306,HOUSE,TOWN_HOUSE,SINT-AGATHA-BERCHEM,Brussels,1082,479000,residential_sale,3,0,installed,0,1,1,45,1,60,165,156,2,0,good
10425950,HOUSE,HOUSE,HINGEON,Namur,5380,479000,residential_sale,4,30,installed,0,1,0,0,1,0,190,6283,4,0,0
10622361,HOUSE,HOUSE,Etterbeek,Brussels,1040,480000,residential_sale,4,15,usa_installed,False,False,0,0,1,87,189,135,2,False,to_renovate
10557696,HOUSE,HOUSE,Lasne,Walloon Brabant,1380,480000,residential_sale,3,36,installed,False,False,1,0,1,1300,180,1452,4,False,0
10572636,HOUSE,HOUSE,Gesves,Namur,5340,480000,residential_sale,4,32,installed,False,False,1,0,1,2327,160,2487,4,False,good
10585326,HOUSE,HOUSE,Grez-Doiceau ( Nethen),Walloon Brabant,1390,490000,residential_sale,4,0,usa_installed,False,False,1,0,0,0,160,580,4,False,good
10629674,HOUSE,HOUSE,Dion-Valmont,Walloon Brabant,1325,495000,residential_sale,5,75,installed,False,False,0,0,1,1300,240,1427,4,False,0
10476633,HOUSE,HOUSE,Waterloo,Walloon Brabant,1410,495000,residential_sale,3,0,not_installed,0,1,0,0,1,330,0,455,3,0,to_renovate
10642986,HOUSE,APARTMENT_BLOCK,MONT-SAINT-GUIBERT,Walloon Brabant,1435,495000,residential_sale,6,30,0,0,1,1,60,0,0,260,347,4,0,to_renovate
10480617,HOUSE,BUNGALOW,CORBAIS,Walloon Brabant,1435,495000,residential_sale,5,39,installed,0,1,1,82,1,0,165,2815,4,0,good
10480616,HOUSE,VILLA,CORBAIS,Walloon Brabant,1435,495000,residential_sale,5,39,installed,0,1,1,82,1,0,165,2815,4,0,good
10379641,HOUSE,HOUSE,Ronse,East Flanders,9600,495000,residential_sale,5,0,0,0,1,1,0,0,0,550,430,2,0,to_be_done_up
10379636,HOUSE,MIXED_USE_BUILDING,Ronse,East Flanders,9600,495000,residential_sale,5,0,0,0,1,1,0,0,0,550,430,2,0,to_be_done_up
10451068,HOUSE,HOUSE,Mettet,Namur,5640,499000,residential_sale,3,50,usa_hyper_equipped,False,False,1,85,1,200,370,1000,4,1,as_new
10628833,HOUSE,HOUSE,Merelbeke,East Flanders,9820,499000,residential_sale,3,0,semi_equipped,0,1,0,0,1,0,235,600,3,0,0
10611395,HOUSE,HOUSE,GLIMES,Walloon Brabant,1315,500000,residential_sale,3,47,semi_equipped,0,1,0,0,1,0,200,4146,3,0,to_renovate
10526179,HOUSE,HOUSE,Orp-Jauche,Walloon Brabant,1350,500900,residential_sale,3,27,usa_hyper_equipped,0,False,1,0,1,474,178,474,3,False,as_new
10611850,HOUSE,HOUSE,COURT-SAINT-ETIENNE,Walloon Brabant,1490,515000,residential_sale,4,20,installed,False,1,1,0,1,2000,148,2178,4,0,to_be_done_up
10243931,HOUSE,VILLA,Grez-Doiceau (Hèze),Walloon Brabant,1390,525000,residential_sale,3,0,usa_installed,False,False,1,0,0,0,200,2060,4,False,to_be_done_up
10623811,HOUSE,HOUSE,Halle,Antwerp,2980,525000,residential_sale,4,0,0,0,1,0,0,1,0,187,686,4,0,as_new
10631440,HOUSE,HOUSE,HABAY-LA-NEUVE,Luxembourg,6720,525000,residential_sale,3,0,installed,0,1,0,0,1,0,157,1025,4,0,good
10647577,HOUSE,HOUSE,FRASNES-LEZ - BUISSENAL,Hainaut,7911,525000,residential_sale,3,0,installed,0,1,0,0,0,0,320,208,2,0,good
